Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
TECH,Bio-Techne Corp,Common stocks,Large cap,USA,Health Care,Biotechnology,"$19,826,222,521 ",0.25%,12.4,138.38,21.29,15.08,8.94,1.31,Analyze
TECK,Teck Resources Ltd,Common stocks,Large cap,Canada,Materials,Other Industrial Metals & Mining,"$15,015,631,109 ",0.70%,0.72,90.26,1.86,1.63,0.76,1.33,Analyze
TEDU,Tarena International ADRs,ADRs,Micro cap,China,Consumer Discretionary,Education & Training Services,"$50,869,235 ",0.00%,0.34,0,0.14,-14.93,26.94,0.28,Analyze
TEF,Telefonica SA ADRs,ADRs,Large cap,Spain,Communication Services,Telecom Services,"$25,596,762,922 ",10.44%,1.07,2.05,0.53,22.51,28.77,0.8,Analyze
TEKK,Tekkorp Digital Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$245,267,500 ",0.00%,61.31,0,0,0,-37.21,0,Analyze
TEKKU,Tekkorp Digital Acquisition Corp - Units (1 Ord Share Class A & 1/2 Wa,Units,Micro cap,USA,Financials,Shell Companies,"$245,267,500 ",0.00%,63.5,0,0,0,-19.53,0,Analyze
TEKKW,Tekkorp Digital Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$245,267,500 ",0.00%,0,0,0,0,-37.21,0,Analyze
TEL,TE Connectivity Ltd,Common stocks,Large cap,USA,Information Technology,Electronic Components,"$48,261,466,515 ",1.33%,4.86,28.74,3.36,9.16,13.1,1.28,Analyze
TELA,"TELA Bio, Inc.",Common stocks,Micro cap,USA,Health Care,Medical Devices,"$183,506,165 ",0.00%,5.21,-5.71,7.52,-130.59,-91.19,0.83,Analyze
TELL,Tellurian Inc,Common stocks,Small cap,USA,Energy,Oil & Gas E&P,"$1,605,652,000 ",0.00%,6.14,-15.44,28.2,-173.31,-39.96,2.3,Analyze
TEN,Tenneco Inc,Common stocks,Small cap,USA,Consumer Discretionary,Auto Parts,"$1,200,890,269 ",0.00%,15.87,-4.28,0.07,-1.37,595.24,1.38,Analyze
TENB,Tenable Holdings Inc,Common stocks,Mid cap,USA,Information Technology,Software—Infrastructure,"$5,467,489,208 ",0.00%,29.8,-203.47,11.3,-5.22,-13.61,1.1,Analyze
TENX,Oxygen Biotherapeutics Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$41,834,178 ",0.00%,1.66,0,0,0,"-1,881.25",0.33,Analyze
TEO,Telecom Argentina ADRs,ADRs,Small cap,Argentina,Communication Services,Telecom Services,"$672,022,081 ",4.17%,0,0,0.22,-3.37,-2.15,0.29,Analyze
TER,Teradyne Inc,Common stocks,Large cap,USA,Information Technology,Semiconductor Equipment & Materials,"$19,444,846,241 ",0.34%,7.8,20.51,5.64,27.65,37.89,2.01,Analyze
TERN,"Terns Pharmaceuticals, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$248,793,069 ",0.00%,1.33,-22.51,0,"-126,219,444.44",-25.06,0,Analyze
TESS,Tessco Technologies Inc,Common stocks,Micro cap,USA,Information Technology,Communication Equipment,"$47,860,884 ",0.00%,0.63,-6.72,0.12,-1.41,-7.73,0.68,Analyze
TETC,Tech and Energy Transition Corporation Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$373,835,000 ",0.00%,93.27,0,0,0,1.5,0,Analyze
TETCU,Tech and Energy Transition Corp - Units (1 Ord Share Class A & 1/3 War,Units,Small cap,USA,Financials,Shell Companies,"$373,835,000 ",0.00%,95.48,0,0,0,1.5,0,Analyze
TETCW,Tech and Energy Transition Corporation Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$373,835,000 ",0.00%,0,0,0,0,-0.01,0,Analyze
TEVA,Teva Pharmaceutical Industries Ltd ADRs,ADRs,Large cap,Israel,Health Care,Drug Manufacturers—Specialty & Generic,"$11,172,231,726 ",0.00%,1.08,-2.86,0.68,-23.99,-34.61,0.74,Analyze
TEX,Terex Corp,Common stocks,Mid cap,USA,Industrials,Farm & Heavy Construction Machinery,"$3,217,082,000 ",0.78%,3.06,21.07,0.93,4,13.36,1.67,Analyze
TFC,Truist Financial Corporation,Common stocks,Large cap,USA,Financials,Banks-Regional,"$85,908,709,715 ",2.83%,1.36,14.9,3.84,27.6,8.95,1.2,Analyze
TFFP,"TFF Pharmaceuticals, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$199,168,481 ",0.00%,3.53,65.4,0,"-88,894,703.86",-41.83,1.4,Analyze
TFII,TFI International Inc.,Common stocks,Large cap,Canada,Industrials,Trucking,"$10,563,613,762 ",0.91%,5.33,21.39,1.98,9.63,25.39,1.03,Analyze
TFSL,TFS Financial Corp,Common stocks,Mid cap,USA,Financials,Banks-Regional,"$5,612,477,220 ",5.50%,3.21,71.78,16.57,22.91,4.54,0.68,Analyze
TFX,Teleflex Inc,Common stocks,Large cap,USA,Health Care,Medical Instruments & Supplies,"$17,421,723,621 ",0.36%,5.11,50.46,6.48,13.06,10.12,1.03,Analyze
TG,Tredegar Corp,Common stocks,Small cap,USA,Materials,Specialty Chemicals,"$436,768,755 ",3.66%,1.21,-12.69,0.56,-4.36,-23.76,1.11,Analyze
TGA,Transglobe Energy Corporation,Common stocks,Micro cap,Canada,Energy,Oil & Gas E&P,"$202,392,378 ",1.80%,1.4,-15.81,1.05,-6.29,-8.88,1.15,Analyze
TGB,Taseko Mines Limited,Common stocks,Small cap,Canada,Materials,Other Industrial Metals & Mining,"$647,226,315 ",0.00%,1.97,70.12,2.14,2.39,2.8,2.3,Analyze
TGH,Textainer Group Holdings Ltd,Common stocks,Small cap,Bermuda,Industrials,Rental & Leasing Services,"$1,880,617,824 ",0.00%,1.34,9.36,2.6,27.57,13.05,1.27,Analyze
TGI,Triumph Group Inc,Common stocks,Small cap,USA,Industrials,Aerospace & Defense,"$1,300,405,046 ",0.20%,-1.8,-6.33,0.73,-11.6,24.87,2.25,Analyze
TGLS,Tecnoglass Inc,Common stocks,Small cap,Colombia,Industrials,Building Products & Equipment,"$1,293,893,339 ",0.40%,5.88,23.88,2.95,12.36,24.53,0.88,Analyze
TGNA,Tegna Inc,Common stocks,Mid cap,USA,Communication Services,Broadcasting,"$4,536,673,762 ",1.60%,2,7.59,1.45,19.01,26.38,0.94,Analyze
TGP,Teekay LNG Partners LP,MLPs,Small cap,Bermuda,Energy,Oil & Gas Midstream,"$1,488,605,126 ",6.10%,1.01,7.95,2.46,35.78,11.6,0.7,Analyze
TGS,Transportadora de Gas del Sur SA ADRs,ADRs,Small cap,Argentina,Energy,Oil & Gas Midstream,"$412,911,336 ",0.96%,0.01,29.5,0.63,7.41,5.32,0.57,Analyze
TGT,Target Corp,Common stocks,Large cap,USA,Consumer Discretionary,Discount Stores,"$122,902,874,717 ",1.16%,8.38,19.67,1.23,6.29,42.45,0.75,Analyze
TGTX,TG Therapeutics Inc,Common stocks,Mid cap,USA,Health Care,Biotechnology,"$4,510,011,221 ",0.00%,10.67,-13.06,0,"-14,271.17",-89.92,1.42,Analyze
TH,Target Hospitality Corp.,Common stocks,Small cap,USA,Consumer Discretionary,Oil & Gas Equipment & Services,"$373,707,061 ",0.00%,4.06,-12.77,1.7,-14.13,-36.12,2.36,Analyze
THACU,Thrive Acquisition Corporation - Unit,Units,Unknown,usa,Financials,Shell Companies,$0 ,0.00%,0,0,0,0,0,0,Analyze
THC,Tenet Healthcare Corp,Common stocks,Mid cap,USA,Health Care,Medical Care Facilities,"$7,028,084,202 ",0.00%,28.85,11.97,0,6.18,73.88,1.58,Analyze
THCA,Tuscan Holdings Corp. II,Common stocks,Micro cap,USA,Financials,Shell Companies,"$196,813,339 ",0.00%,39.38,0,0,0,0.26,0,Analyze
THCAU,Tuscan Holdings Corp II - Units (1 Ord shares & 1/2 Wrt),Units,Micro cap,USA,Financials,Shell Companies,"$196,813,339 ",0.00%,39.69,0,0,0,-0.45,0,Analyze
THCAW,Tuscan Holdings Corp. II - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$196,813,339 ",0.00%,0,0,0,0,0.27,0,Analyze
THCP,"Thunder Bridge Capital Partners IV, Inc. Class A",Common stocks,Micro cap,USA,Financials,Shell Companies,"$230,614,644 ",0.00%,"-36,715.00",0,0,0,476.08,0,Analyze
THCPU,"Thunder Bridge Capital Partners IV, Inc.",Units,Micro cap,USA,Financials,Shell Companies,"$230,614,644 ",0.00%,0,0,0,0,476.08,0,Analyze
THCPW,"Thunder Bridge Capital Partners IV, Inc. Warrant",Warrants,Shell Companies,USA,Financials,Shell Companies,"$230,614,644 ",0.00%,0,0,0,0,476.08,0,Analyze
THFF,First Financial Corporation,Common stocks,Small cap,USA,Financials,Banks-Regional,"$558,725,166 ",2.46%,0.95,9.4,2.95,31.26,10.07,0.74,Analyze
THG,Hanover Insurance Group Inc,Common stocks,Mid cap,USA,Financials,Insurance—Property & Casualty,"$4,748,230,275 ",2.09%,1.5,9.37,0.93,9.88,16,0.87,Analyze
THM,International Tower Hill Mines Ltd,Common stocks,Micro cap,Canada,Materials,Gold,"$155,439,277 ",0.00%,2.43,0,0,0,-9.78,0.94,Analyze
THMA,Thimble Point Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,1.12,0,0,0,-3.01,0,Analyze
THMAU,Thimble Point Acquisition Corp - Units (1 Ord Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,0,0,0,0,-3.01,0,Analyze
THMAW,Thimble Point Acquisition Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$274,344,000 ",0.00%,0,0,0,0,-3.01,0,Analyze
THMO,"ThermoGenesis Holdings, Inc.",Common stocks,Micro cap,USA,Health Care,Medical Devices,"$21,441,211 ",0.00%,2.62,-1.72,2.67,-152.92,-155.85,0.77,Analyze
THO,Thor Industries Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Recreational Vehicles,"$5,965,158,805 ",1.51%,2.03,8.97,0.48,5.36,22.38,0.79,Analyze
THR,Thermon Group Holdings Inc,Common stocks,Small cap,USA,Industrials,Specialty Industrial Machinery,"$574,632,853 ",0.00%,1.49,70.51,1.98,2.79,2.11,1.39,Analyze
THRM,Gentherm Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Auto Parts,"$2,886,108,191 ",0.00%,4.5,25.09,2.62,10.5,17.95,1.34,Analyze
THRN,"Thorne Healthtech, Inc.",Common stocks,Small cap,USA,Consumer Staples,Packaged Foods,"$435,571,654 ",0.00%,-5.5,-77.34,2.89,-0.68,1.25,0,Analyze
THRX,"Theseus Pharmaceuticals, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$564,857,370 ",0.00%,0,0,0,0,0,0,Analyze
THRY,"Thryv Holdings, Inc.",Common stocks,Small cap,USA,Communication Services,Internet Content & Information,"$1,014,947,507 ",0.00%,3.75,5.96,0.96,16.1,63.23,1.36,Analyze
THS,Treehouse Foods Inc,Common stocks,Mid cap,USA,Consumer Staples,Packaged Foods,"$2,176,110,994 ",0.00%,1.16,38.25,0.51,1.29,2.97,-0.04,Analyze
THTX,Theratechnologies Inc.,Common stocks,Small cap,Canada,Health Care,Drug Manufacturers—Specialty & Generic,"$331,497,562 ",0.00%,12.47,-12.21,4.72,-39,-101.86,1.16,Analyze
THWWW,Target Hospitality Corp. - Warrant expiring 3/15/2024,Warrants,Operating Companies,USA,Consumer Discretionary,Oil & Gas Equipment & Services,"$373,707,061 ",0.00%,0,-0.39,1.7,-9.95,-25.44,0,Analyze
TIG,"Trean Insurance Group, Inc.",Common stocks,Small cap,USA,Financials,Insurance—Specialty,"$530,672,762 ",0.00%,1.28,6.18,3.08,50.07,20.69,0.92,Analyze
TIGO,Millicom International Cellular S.A.,Common stocks,Mid cap,Luxembourg,Communication Services,Telecom Services,"$3,769,437,990 ",2.70%,1.88,-22.71,0.88,-3.84,-8.3,0.87,Analyze
TIGR,UP Fintech Holding Limited ADRs of Class A,ADRs,Small cap,China,Financials,Capital Markets,"$1,170,525,616 ",0.00%,3.23,109.37,5.23,5.31,2.85,1.64,Analyze
TIL,"Instil Bio, Inc.",Common stocks,Mid cap,USA,Health Care,Biotechnology,"$2,320,288,951 ",0.00%,3.67,-175.64,0,"-83,406.98",-11.29,0,Analyze
TILE,Interface Inc,Common stocks,Small cap,USA,Industrials,"Furnishings, Fixtures & Appliances","$896,453,944 ",0.26%,2.66,18.61,0.81,4.35,14.3,1.61,Analyze
TIMB,TIM S.A. ADRs,ADRs,Mid cap,Brazil,Communication Services,Telecom Services,"$5,383,868,986 ",1.71%,0.21,2.17,0.3,13.21,9.9,0.8,Analyze
TINV,Tiga Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$279,036,000 ",0.00%,69.72,0,0,0,4.62,0,Analyze
TINV+,"Tiga Acquisition Corp. Warrants, each warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$279,036,000 ",0.00%,0,0,0,0,0,0,Analyze
TINV=,Tiga Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$285,936,000 ",0.00%,0,0,0,0,0,0,Analyze
TIOA,Tio Tech A Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$337,410,000 ",0.00%,"9,710.00",0,0,0,0,0,Analyze
TIOAU,Tio Tech A,Units,Small cap,USA,Financials,Shell Companies,"$337,410,000 ",0.00%,"9,950.00",0,0,0,0,0,Analyze
TIOAW,Tio Tech A Warrants,Warrants,Shell Companies,USA,Financials,Shell Companies,"$337,410,000 ",0.00%,0,0,0,0,0,0,Analyze
TIPT,Tiptree Inc Class A,Common stocks,Small cap,USA,Financials,Insurance—Specialty,"$525,157,741 ",1.01%,1.36,8.26,0.49,5.88,15.7,1.41,Analyze
TIRX,Tian Ruixiang Holdings Ltd.,Common stocks,Micro cap,China,Financials,Insurance Brokers,"$23,827,500 ",0.00%,1.52,-198.75,16.83,-33.3,-0.64,0,Analyze
TISI,Team Inc,Common stocks,Micro cap,USA,Industrials,Specialty Business Services,"$85,504,201 ",0.00%,0.54,-1.19,0.1,-8.81,-45.1,1.85,Analyze
TITN,Titan Machinery Inc,Common stocks,Small cap,USA,Industrials,Industrial Distribution,"$645,554,121 ",0.00%,1.63,20.11,0.42,2.1,8.29,1.2,Analyze
TIXT,TELUS International (Cda) Inc.,Common stocks,Small cap,Canada,Information Technology,Software—Infrastructure,"$1,987,237,266 ",0.00%,6.32,29.74,1.04,3.55,4.18,0,Analyze
TJX,"TJX Companies, Inc.",Common stocks,Large cap,USA,Consumer Discretionary,Apparel Retail,"$76,794,153,120 ",1.22%,12.15,45.06,1.93,4.43,27.53,1.14,Analyze
TK,Teekay Corp,Common stocks,Small cap,Canada,Energy,Oil & Gas Midstream,"$380,169,411 ",5.16%,0.77,-13.99,0.26,-1.85,-1.09,1.25,Analyze
TKAT,"Takung Art Co., Ltd.",Common stocks,Micro cap,USA,Consumer Discretionary,Internet Retail,"$87,412,055 ",0.00%,16.1,-11.56,24.08,-205.08,-147.94,3.2,Analyze
TKC,Turkcell Iletisim Hizmetleri ADRs,ADRs,Mid cap,Turkey,Communication Services,Telecom Services,"$3,740,000,000 ",8.05%,0.82,5.61,1.08,14.83,23.35,0.65,Analyze
TKNO,"Alpha Teknova, Inc.",Common stocks,Small cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$668,364,340 ",0.00%,4.45,-249.65,22.62,-4.89,-0.97,0,Analyze
TKR,Timken,Common stocks,Mid cap,USA,Industrials,Tools & Accessories,"$5,519,594,500 ",1.62%,2.4,15.3,1.42,9.49,15.52,1.07,Analyze
TLGA,TLG Acquisition One Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$388,800,000 ",0.00%,97.4,0,0,0,6.08,0,Analyze
TLGA+,"TLG Acquisition One Corp. Warrants, each exercisable for one share of Class A common stock at an exercise price of $11.50 per share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$388,800,000 ",0.00%,0,0,0,0,0,0,Analyze
TLGA=,TLG Acquisition One Corp - Units (1 Ord Share Class A & 1/3 War),Units,Small cap,USA,Financials,Shell Companies,"$347,900,000 ",0.00%,0,0,0,0,447.67,0,Analyze
TLIS,Talis Biomedical Corporation,Common stocks,Micro cap,USA,Health Care,Medical Devices,"$145,924,443 ",0.00%,0.5,-0.87,0,"-1,100,382.17",-67.64,0,Analyze
TLK,Telekomunikasi Indonesia Persero Tbk PT ADRs,ADRs,Large cap,Indonesia,Communication Services,Telecom Services,"$26,568,486,492 ",3.23%,4.21,20.73,2.69,16.19,20.45,0.79,Analyze
TLMD,"SOC Telemed, Inc. - Class A",Common stocks,Micro cap,USA,Health Care,Medical Care Facilities,"$200,227,496 ",0.00%,1.11,-1.36,2.88,-88.63,-33.05,1.11,Analyze
TLMDW,"SOC Telemed, Inc. - Warrants",Warrants,Operating Companies,USA,Health Care,Medical Care Facilities,"$200,227,496 ",0.00%,0,-0.03,1.28,-74.4,-62.38,0,Analyze
TLRY,"Tilray, Inc. - Class 2",Common stocks,Mid cap,Canada,Health Care,Drug Manufacturers—Specialty & Generic,"$5,339,033,788 ",0.00%,1.21,-18.6,0,-27.49,-3.37,1.95,Analyze
TLS,Telos Corporation,Common stocks,Small cap,USA,Information Technology,Information Technology Services,"$1,813,739,599 ",5.50%,11,-60.71,9.04,-14.87,-18.12,0,Analyze
TLSA,Tiziana Life Sciences plc  ADRs,ADRs,Micro cap,United Kingdom,Health Care,Biotechnology,"$161,528,201 ",0.00%,-44.12,0,0,0,-104.08,1.7,Analyze
TLYS,Tillys Inc Class A,Common stocks,Small cap,USA,Consumer Discretionary,Apparel Retail,"$327,567,527 ",6.88%,2.51,16.53,0,6.2,24.73,1.34,Analyze
TM,Toyota Motor Corp ADRs,ADRs,Large cap,Japan,Consumer Discretionary,Auto Manufacturers,"$289,998,902,102 ",1.38%,0.01,9.43,1.09,9.77,11.93,0.6,Analyze
TMAC,The Music Acquisition Corporation Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$223,560,000 ",0.00%,55.86,0,0,0,-19.89,0,Analyze
TMAC+,"The Music Acquisition Corporation Redeemable warrants, each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,"$223,560,000 ",0.00%,0,0,0,0,0,0,Analyze
TMAC=,Music Acquisition Corporation - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$201,200,000 ",0.00%,0,0,0,0,-19.89,0,Analyze
TMBR,"Timber Pharmaceuticals, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$26,504,952 ",0.00%,5.68,-20.29,38.93,-175.35,-24.95,2.34,Analyze
TMC,TMC the metals company Inc.,Common stocks,Small cap,USA,Materials,Other Industrial Metals & Mining,"$827,981,846 ",0.00%,25.2,-108.53,15.78,-51.82,-8.26,0,Analyze
TMCI,"Treace Medical Concepts, Inc",Common stocks,Small cap,USA,Health Care,Medical Devices,"$1,290,512,394 ",0.00%,10.23,-90.71,22.11,-19.01,-10.78,0,Analyze
TMCWW,TMC the metals company Inc. - Warrant,Warrants,Operating Companies,USA,Materials,Other Industrial Metals & Mining,$0 ,0.00%,8.99,0,0,0,0,1.31,Analyze
TMDI,Titan Medical Inc.,Common stocks,Micro cap,Canada,Health Care,Medical Devices,"$168,914,089 ",0.00%,5.31,-4.71,8.41,-189.16,-117.95,1.59,Analyze
TMDX,"TransMedics Group, Inc.",Common stocks,Small cap,USA,Health Care,Medical Devices,"$743,082,560 ",0.00%,8.77,-26,24.82,-100.14,-33.7,0,Analyze
TME,Tencent Music Entertainment Group  ADRs,ADRs,Large cap,China,Communication Services,Internet Content & Information,"$14,359,710,351 ",0.00%,0.27,22.13,2.89,12.86,7.8,0.74,Analyze
TMHC,Taylor Morrison Home Corp Class A,Common stocks,Mid cap,USA,Consumer Discretionary,Residential Construction,"$3,545,681,247 ",0.00%,0.98,8.13,0.55,6.84,11.92,1.58,Analyze
TMKR,Tastemaker Acquisition Corp. Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$271,308,000 ",0.00%,65.97,0,0,0,1.46,0,Analyze
TMKRU,Tastemaker Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$271,308,000 ",0.00%,67.72,0,0,0,1.46,0,Analyze
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A,Warrants,Shell Companies,USA,Financials,Shell Companies,"$271,308,000 ",0.00%,0,0,0,0,1.46,0,Analyze
TMO,Thermo Fisher Scientific Inc,Common stocks,Large cap,USA,Health Care,Diagnostics & Research,"$238,254,485,234 ",0.17%,6.49,27.85,6.23,22.47,23.32,0.63,Analyze
TMP,Tompkins Financial Corp,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,221,980,265 ",2.58%,1.65,12.46,4.09,32.32,13.27,1.21,Analyze
TMPM,Turmeric Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$99,561,185 ",0.00%,24.67,0,0,0,2.5,0,Analyze
TMPMU,Turmeric Acquisition Corp. - Unit,Units,Micro cap,USA,Financials,Shell Companies,"$99,561,185 ",0.00%,25.13,0,0,0,-0.24,0,Analyze
TMPMW,Turmeric Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$99,561,185 ",0.00%,0,0,0,0,-0.24,0,Analyze
TMQ,Trilogy Metals Inc.,Common stocks,Small cap,USA,Materials,Other Industrial Metals & Mining,"$313,459,722 ",0.00%,12.57,0,0,0,-10.98,1.25,Analyze
TMST,Timkensteel Corp,Common stocks,Small cap,USA,Materials,Steel,"$600,764,722 ",0.00%,1.03,15.92,0.59,4.9,8.75,1.73,Analyze
TMTS,Spartacus Acquisition Corporation - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$202,900,000 ",0.00%,50.7,0,0,0,-6.25,0,Analyze
TMTSU,Spartacus Acquisition Corporation - Unit,Units,Micro cap,USA,Financials,Shell Companies,"$202,900,000 ",0.00%,51.75,0,0,0,-6.25,0,Analyze
TMTSW,Spartacus Acquisition Corporation - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$202,900,000 ",0.00%,0,0,0,0,-2.71,0,Analyze
TMUS,T Mobile US Inc,Common stocks,Large cap,USA,Communication Services,Telecom Services,"$152,177,012,817 ",0.00%,2.16,37.26,1.92,4.93,5.8,0.86,Analyze
TMX,"Terminix Global Holdings, Inc.",Common stocks,Mid cap,USA,Consumer Discretionary,Personal Services,"$5,138,352,341 ",0.00%,2.07,9.15,2.57,28.17,22.49,0.72,Analyze
TNC,Tennant,Common stocks,Small cap,USA,Industrials,Specialty Industrial Machinery,"$1,444,070,819 ",1.18%,3.34,29.29,1.34,4.64,11.43,0.9,Analyze
TNDM,Tandem Diabetes Care Inc,Common stocks,Mid cap,USA,Health Care,Medical Devices,"$8,028,049,711 ",0.00%,23.17,"1,224.82",13.27,-1.72,-3.01,0.54,Analyze
TNET,"TriNet Group, Inc.",Common stocks,Mid cap,USA,Industrials,Staffing & Employment Services,"$6,380,253,480 ",0.00%,8.58,25.85,1.52,5.88,33.2,1.18,Analyze
TNGX,"Tango Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$1,105,674,621 ",0.00%,227.78,-253.49,60.91,-5.82,-21.14,0,Analyze
TNK,Teekay Tankers Ltd Class A,Common stocks,Small cap,Bermuda,Energy,Oil & Gas Midstream,"$415,139,202 ",0.21%,0.5,-1.48,0.74,-47.54,-28.86,0.88,Analyze
TNL,Travel & Leisure Co.,Common stocks,Mid cap,USA,Consumer Discretionary,Travel Services,"$4,538,387,418 ",2.84%,-8.73,32.04,1.69,5.37,-15.69,0,Analyze
TNP,Tsakos Energy Navigation Ltd,Common stocks,Micro cap,Greece,Industrials,Oil & Gas Midstream,"$170,130,824 ",6.42%,0.13,-1.86,0.31,-9.67,-3.89,0.72,Analyze
TNXP,Tonix Pharmaceuticals Holding Corp,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$209,078,621 ",0.00%,0.09,0,0,0,-40.57,1.44,Analyze
TNYA,"Tenaya Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$853,666,264 ",0.00%,-7.86,0,0,0,42.47,0,Analyze
TOL,Toll Brothers Inc,Common stocks,Mid cap,USA,Consumer Discretionary,Residential Construction,"$7,395,524,920 ",1.02%,1.47,11.25,0.89,7.94,12.95,1.16,Analyze
TOMZ,TOMI Environmental Solutions Inc.,Common stocks,Micro cap,USA,Industrials,Pollution & Treatment Controls,"$21,350,622 ",0.00%,1.79,-4.79,1.86,-36.35,-37.47,0.48,Analyze
TOPS,Top Ships Inc.,Common stocks,Micro cap,Greece,Industrials,Marine Shipping,"$61,739,557 ",0.00%,0.54,-2.52,0.47,-12.96,-13.59,1.34,Analyze
TOST,"Toast, Inc.",Common stocks,Large cap,USA,Information Technology,Software—Infrastructure,"$25,903,693,824 ",0.00%,0,0,0,0,0,0,Analyze
