Symbol,Description,Category2,Category3,Index Country,GICS Sector,Industry,Market Cap,Current Yield,PB Ratio,PE Ratio,PS Ratio,NI%,ROE%,Beta,Actions
SUMR,Summer Infant Inc,Common stocks,Micro cap,USA,Consumer Staples,Household & Personal Products,"$18,216,906 ",0.00%,24.55,41.28,0.27,2.41,22.83,0.77,Analyze
SUN,Sunoco LP,MLPs,Mid cap,USA,Financials,Oil & Gas Refining & Marketing,"$3,500,789,166 ",7.60%,4.45,6.89,0.26,3.8,64.57,0.67,Analyze
SUNL,"Sunlight Financial Holdings, Inc. Class A",Common stocks,Small cap,USA,Financials,Credit Services,"$441,155,806 ",0.00%,0,0,0,0,0,0,Analyze
SUNL+,"Sunlight Financial Holdings, Inc. Warrants",Warrants,Operating Companies,USA,Financials,Credit Services,"$441,155,806 ",0.00%,0,0,0,0,0,0,Analyze
SUNS,Solar Senior Capital Ltd,BDCs,Micro cap,USA,Financials,Asset Management,"$255,179,641 ",7.29%,0.99,10.34,9.82,94.24,9.62,0.57,Analyze
SUNW,Sunworks Inc,Common stocks,Micro cap,USA,Industrials,Solar,"$180,949,407 ",0.00%,2.28,-12.2,3.34,-26.62,-18.6,2.9,Analyze
SUP,"Superior Industries International, Inc.",Common stocks,Micro cap,USA,Consumer Discretionary,Auto Parts,"$156,383,697 ",0.00%,0.47,-41.53,0.11,0.33,2.7,1.78,Analyze
SUPN,Supernus Pharmaceuticals Inc,Common stocks,Small cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$1,589,061,932 ",0.00%,1.99,15.59,2.78,17.55,12.75,1.26,Analyze
SUPV,Grupo Supervielle SA ADRs of Class B,ADRs,Micro cap,Argentina,Financials,Banks-Regional,"$199,072,004 ",1.05%,0.01,17.36,0.45,3.14,3.11,1.12,Analyze
SURF,Surface Oncology Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$349,529,341 ",0.00%,2.31,20.6,3.9,18.99,11.5,1.07,Analyze
SUZ,Suzano Papel e Celulose S.A. ADRs,ADRs,Large cap,Brazil,Materials,Paper & Paper Products,"$11,938,281,632 ",1.13%,0.81,5.4,1.95,35.17,82.5,1.02,Analyze
SV,Spring Valley Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$228,620,000 ",0.00%,57.07,0,0,0,-2.37,0,Analyze
SVA,"Sinovac Biotech, Ltd.",Common stocks,Small cap,China,Health Care,Biotechnology,"$642,436,987 ",0.00%,2.4,6.16,1.26,21.61,14.79,0,Analyze
SVBI,Severn Bancorp Inc,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$165,178,113 ",1.47%,1.46,16.35,3.47,21.05,8.91,0,Analyze
SVC,Service Properties Trust,REITs,Small cap,USA,Real Estate,REIT—Hotel & Motel,"$1,856,298,310 ",0.35%,1.02,-3.52,1.54,-43.74,-29.01,2,Analyze
SVFA,SVF Investment Corp. - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$591,675,000 ",0.00%,148.48,0,0,0,1.45,0,Analyze
SVFAU,SVF Investment Corp - Units (1 Ord Share Class A & 1/5 War),Units,Small cap,USA,Financials,Shell Companies,"$591,675,000 ",0.00%,152.27,0,0,0,1.45,0,Analyze
SVFAW,SVF Investment Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$591,675,000 ",0.00%,0,0,0,0,1.45,0,Analyze
SVFB,SVF Investment Corp. 2 - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$233,798,400 ",0.00%,56.61,0,0,0,-0.22,0,Analyze
SVFC,SVF Investment Corp. 3 - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$327,756,800 ",0.00%,81.23,0,0,0,-0.98,0,Analyze
SVFD,"Save Foods, Inc.",Common stocks,Micro cap,Israel,Materials,Agricultural Inputs,"$18,112,526 ",0.00%,1.96,-8.05,44.2,-979.7,-45.01,0,Analyze
SVM,Silvercorp Metals Inc.,Common stocks,Small cap,Canada,Materials,Silver,"$740,928,682 ",0.59%,1.5,17.07,3.63,21.1,7.3,1.36,Analyze
SVOK,Seven Oaks Acquisition Corp. - Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$321,820,313 ",0.00%,64.19,0,0,0,-2.78,0,Analyze
SVOKU,Seven Oaks Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Small cap,USA,Financials,Shell Companies,"$321,820,313 ",0.00%,66.71,0,0,0,-2.78,0,Analyze
SVOKW,Seven Oaks Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$321,820,313 ",0.00%,0,0,0,0,-2.78,0,Analyze
SVRA,Savara Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$142,309,728 ",0.00%,0.88,-4.06,551.59,"-17,814.73",-27.79,0.98,Analyze
SVSVU,Spring Valley Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$228,620,000 ",0.00%,58.39,0,0,0,-2.37,0,Analyze
SVSVW,Spring Valley Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$228,620,000 ",0.00%,0,0,0,0,2.12,0,Analyze
SVT,Servotronics Inc,Common stocks,Micro cap,USA,Industrials,Electrical Equipment & Parts,"$29,040,379 ",0.00%,0.8,-28.03,1.5,-6.41,"-3,678.45",0,Analyze
SVVC,Firsthand Technology Value Fund,BDCs,Micro cap,USA,Financials,Asset Management,"$30,467,308 ",0.00%,0,0,0,0,0,0.61,Analyze
SWAG,Software Acquisition Group Inc. III Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$225,111,376 ",0.00%,"1,973.98",0,0,0,-4.16,0,Analyze
SWAGU,Software Acquisition Group Inc. III Unit,Units,Micro cap,USA,Financials,Shell Companies,"$225,111,376 ",0.00%,"2,016.00",0,0,0,-4.06,0,Analyze
SWAGW,Software Acquisition Group Inc. III Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$225,111,376 ",0.00%,108,0,0,0,-4.06,0,Analyze
SWAV,"ShockWave Medical, Inc.",Common stocks,Mid cap,USA,Health Care,Medical Devices,"$7,135,167,720 ",0.00%,35.78,-141.21,54.84,-28.42,-17.75,1.24,Analyze
SWBI,"Smith & Wesson Brands, Inc.",Common stocks,Small cap,USA,Consumer Discretionary,Aerospace & Defense,"$1,025,470,802 ",1.21%,3.44,3.68,0.93,25.13,92.46,0.67,Analyze
SWBK,Switchback II Corporation Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$275,000,000 ",0.00%,79.37,0,0,0,-0.72,0,Analyze
SWBK+,"Switchback II Corporation Warrants, exercisable for one share of Class A Ordinary Share",Warrants,Shell Companies,USA,Financials,Shell Companies,"$315,617,500 ",0.00%,0,0,0,0,0,0,Analyze
SWBK=,Switchback II Corp - Units (1 Ord Class A & 1/5 War),Units,Micro cap,USA,Financials,Shell Companies,"$282,700,000 ",0.00%,0,0,0,0,0,0,Analyze
SWCH,"Switch, Inc. Class A",Common stocks,Mid cap,USA,Information Technology,Information Technology Services,"$3,485,988,730 ",0.79%,11.24,127.12,6.59,5.23,4.44,0.88,Analyze
SWET,Athlon Acquisition Corp. - Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$268,824,000 ",0.00%,67.17,0,0,0,-0.56,0,Analyze
SWETU,Athlon Acquisition Corp - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$268,824,000 ",0.00%,69.38,0,0,0,-0.47,0,Analyze
SWETW,Athlon Acquisition Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$268,824,000 ",0.00%,0,0,0,0,-0.47,0,Analyze
SWI,Solarwinds Corporation,Common stocks,Mid cap,USA,Information Technology,Software—Infrastructure,"$2,842,852,336 ",3.68%,0.99,23.41,2.72,12.1,4.25,0.71,Analyze
SWIM,"Latham Group, Inc.",Common stocks,Small cap,USA,Consumer Discretionary,Building Products & Equipment,"$1,735,097,595 ",6.94%,5.61,99.51,2.7,-5.54,-4.95,0,Analyze
SWIR,Sierra Wireless Inc,Common stocks,Small cap,Canada,Information Technology,Communication Equipment,"$622,137,195 ",0.00%,1.91,-12.08,1.31,-10.72,-15.79,1.29,Analyze
SWK,Stanley Black & Decker Inc,Common stocks,Large cap,USA,Industrials,Tools & Accessories,"$30,566,795,470 ",1.53%,2.96,17.24,1.82,10.8,16.32,1.03,Analyze
SWKH,SWK Holdings Corporation,Common stocks,Micro cap,USA,Financials,Asset Management,"$249,186,678 ",0.00%,0.97,9.49,7.12,70.88,9.61,0.68,Analyze
SWKS,Skyworks Solutions Inc,Common stocks,Large cap,USA,Information Technology,Semiconductors,"$27,354,606,371 ",1.24%,5.51,19.43,5.75,29.84,28.36,1.67,Analyze
SWM,Schweitzer Mauduit International I,Common stocks,Small cap,USA,Materials,Paper & Paper Products,"$1,122,404,207 ",4.86%,1.72,17.74,0.92,5.16,9.68,1.09,Analyze
SWN,Southwestern Energy,Common stocks,Mid cap,USA,Energy,Oil & Gas E&P,"$5,267,747,404 ",0.00%,5.7,-4.13,1.54,-35.41,"6,744.44",0.62,Analyze
SWSS,Springwater Special Situations Corp.,Common stocks,Micro cap,USA,Financials,Shell Companies,"$220,322,022 ",0.00%,"1,633.33",0,0,0,0,0,Analyze
SWSSU,Springwater Special Situations Corp. Unit,Units,Micro cap,USA,Financials,Shell Companies,"$220,322,022 ",0.00%,"1,671.67",0,0,0,0,0,Analyze
SWSSW,Springwater Special Situations Corp. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$220,322,022 ",0.00%,90,0,0,0,0,0,Analyze
SWT,"Stanley Black & Decker, Inc. Corporate Unit",Units,Large cap,USA,Industrials,Tools & Accessories,"$30,566,795,470 ",4.67%,0,17.2,2.25,11.59,14.23,0.76,Analyze
SWTX,"SpringWorks Therapeutics, Inc.",Common stocks,Mid cap,USA,Health Care,Biotechnology,"$2,889,212,564 ",0.00%,7.33,0,0,0,-19.83,1.3,Analyze
SWX,Southwest Gas Holdings Inc,Common stocks,Mid cap,USA,Utilities,Utilities—Regulated Gas,"$3,979,940,692 ",3.42%,1.42,15.27,1.17,4.71,5.65,0.68,Analyze
SXC,Suncoke Energy Inc,Common stocks,Small cap,USA,Materials,Coking Coal,"$571,287,666 ",3.45%,1.2,0,0.43,0.37,0.99,1.58,Analyze
SXI,Standex International Corp,Common stocks,Small cap,USA,Industrials,Specialty Industrial Machinery,"$1,287,370,862 ",0.90%,2.56,35.77,1.96,5.56,7.2,1.15,Analyze
SXT,Sensient Technologies Corp,Common stocks,Mid cap,USA,Materials,Specialty Chemicals,"$4,039,400,664 ",1.62%,4.32,34.88,2.94,8.49,6.75,1.04,Analyze
SXTC,"China SXT Pharmaceuticals, Inc.",Common stocks,Micro cap,China,Health Care,Drug Manufacturers—Specialty & Generic,"$16,301,349 ",0.00%,1.02,-5.97,0.9,-43.19,-48.77,1.32,Analyze
SY,So-Young International Inc. ADRs of Class A,ADRs,Small cap,China,Communication Services,Health Information Services,"$407,664,037 ",0.00%,0.2,61.08,1.63,3.27,2.17,0.66,Analyze
SYBT,Stock Yards Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,688,776,386 ",1.70%,2.59,28.49,8.33,29.19,9.09,0.66,Analyze
SYBX,Synlogic,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$143,502,872 ",0.00%,1.13,-9.98,583.35,"-23,278.86",-44.71,0.62,Analyze
SYF,Synchrony Financial,Common stocks,Large cap,USA,Financials,Credit Services,"$29,590,172,085 ",1.68%,2.03,8.53,1.96,22,23.37,1.53,Analyze
SYK,Stryker Corp,Common stocks,Large cap,USA,Health Care,Medical Devices,"$103,233,875,423 ",0.92%,7.54,50.05,6.35,12.82,15.07,1.11,Analyze
SYN,Synthetic Biologics Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$57,834,631 ",0.00%,71,0,0,0,-13.49,1.06,Analyze
SYNA,Synaptics Inc,Common stocks,Mid cap,USA,Information Technology,Semiconductors,"$6,873,520,871 ",0.00%,6.54,261.06,5.13,5.94,8.23,1.67,Analyze
SYNH,Syneos Health Inc,Common stocks,Mid cap,USA,Health Care,Diagnostics & Research,"$9,079,611,406 ",0.00%,2.84,38.97,1.92,4.99,7.28,0.93,Analyze
SYNL,Synalloy Corp,Common stocks,Micro cap,USA,Materials,Steel,"$101,586,640 ",1.87%,0.93,-6.79,0.38,-5.65,-17.88,0,Analyze
SYPR,Sypris Solutions Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Auto Parts,"$86,415,531 ",0.00%,4.82,17.94,0.97,5.09,27.03,2.04,Analyze
SYRS,Syros Pharmaceuticals Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$269,398,980 ",0.00%,2.06,-3.1,13.8,-442.38,-66.42,1.36,Analyze
SYTA,"Siyata Mobile, Inc.",Common stocks,Micro cap,Canada,Communication Services,Communication Equipment,"$3,140,929 ",0.00%,0.64,-0.12,0.47,-381.87,-252.48,0.22,Analyze
SYTAW,"Siyata Mobile, Inc. - Warrant",Warrants,Operating Companies,Canada,Communication Services,Communication Equipment,"$3,140,929 ",0.00%,0,0,0,0,0,0,Analyze
SYY,Sysco Corp,Common stocks,Large cap,USA,Consumer Staples,Food Distribution,"$40,889,827,457 ",2.29%,26.25,77.82,0.8,1.1,36.45,1.23,Analyze
T,AT&T Inc.,Common stocks,Large cap,USA,Communication Services,Telecom Services,"$184,997,400,000 ",7.88%,1.13,-37.35,0,0.87,0.83,0.44,Analyze
TA,Travelcenters Of America Llc,Common stocks,Small cap,USA,Consumer Discretionary,Specialty Retail,"$820,298,086 ",0.00%,1.25,32.7,0.14,0.44,3.92,2.14,Analyze
TAC,TransAlta Corporation,Common stocks,Mid cap,Canada,Utilities,Utilities—Independent Power Producers,"$3,121,746,428 ",1.30%,2.51,-9.1,1.66,-13.2,-9.46,0.71,Analyze
TACA,Trepont Acquisition Corp I Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$199,000,000 ",0.00%,57.18,0,0,0,-2.33,0,Analyze
TACA+,"Trepont Acquisition Corp I Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Warrants,Shell Companies,USA,Financials,Shell Companies,"$228,735,000 ",0.00%,0,0,0,0,0,0,Analyze
TACA=,Trepont Acquisition Corp I - Units (1 Ord Class A & 1/2 War),Units,Micro cap,USA,Financials,Shell Companies,"$207,200,000 ",0.00%,0,0,0,0,63.67,0,Analyze
TACO,Del Taco Restaurants Inc,Common stocks,Small cap,USA,Consumer Discretionary,Restaurants,"$310,791,250 ",1.40%,1.43,15.46,0.6,3.83,9.26,1.05,Analyze
TACT,Transact Technologies Inc,Common stocks,Micro cap,USA,Information Technology,Computer Hardware,"$127,004,994 ",0.65%,4.77,-18.03,3.89,-21.74,-26.44,0.59,Analyze
TAIT,Taitron Components Inc Class A,Common stocks,Micro cap,USA,Information Technology,Electronics & Computer Distribution,"$21,240,179 ",3.79%,1.73,9.98,2.72,26.59,15.11,1.09,Analyze
TAK,Takeda Pharmaceutical Company Limited ADRs,ADRs,Large cap,Japan,Health Care,Drug Manufacturers—Specialty & Generic,"$44,746,101,407 ",2.88%,0.01,11.71,1.53,12.89,8.23,0.56,Analyze
TAL,TAL Education Group ADRs,ADRs,Mid cap,China,Consumer Discretionary,Education & Training Services,"$2,180,034,432 ",0.00%,0.61,-18.72,0.48,-2.58,-2.23,0.25,Analyze
TALK,"Talkspace, Inc.",Common stocks,Small cap,USA,Health Care,Medical Care Facilities,"$563,346,223 ",0.00%,2.79,-18.48,11.53,-66.83,-16.15,0.5,Analyze
TALKW,"Talkspace, Inc. - Warrant",Warrants,Operating Companies,USA,Health Care,Medical Care Facilities,"$761,278,680 ",0.00%,0,-0.7,24.57,-36.43,-5.58,0,Analyze
TALO,Talos Energy Inc.,Common stocks,Small cap,USA,Energy,Oil & Gas E&P,"$1,040,713,573 ",0.00%,1.48,-1.39,1.18,-83.02,-106.35,1.76,Analyze
TALS,"Talaris Therapeutics, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$636,726,614 ",0.00%,2.38,0,0,0,-11.28,0,Analyze
TANH,Tantech Holdings Ltd.,Common stocks,Micro cap,China,Materials,Household & Personal Products,"$29,145,811 ",0.00%,0.24,-4.88,0.31,-6.1,-5.83,1.94,Analyze
TAOP,Taoping Inc.,Common stocks,Micro cap,China,Information Technology,Software—Infrastructure,"$30,222,824 ",0.00%,4.05,-3.08,1.07,-39.72,"-1,153.35",1.32,Analyze
TAP,Molson Coors Brewing Class B,Common stocks,Mid cap,USA,Consumer Staples,Beverages—Brewers,"$9,242,523,536 ",0.75%,0.74,-16.08,0.93,-5.61,-4.19,0.74,Analyze
TAP.A,Molson Coors Brewing Class A,Common stocks,Mid cap,USA,Consumer Staples,Beverages—Brewers,"$9,242,523,536 ",0.00%,1.02,-0.28,0.9,-5.4,-4.18,0,Analyze
TARA,"ArTara Therapeutics, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$80,335,477 ",0.00%,0.44,0,0,0,-24.12,1.31,Analyze
TARO,Taro Pharmaceutical Industries Ltd,Common stocks,Mid cap,Israel,Health Care,Drug Manufacturers—Specialty & Generic,"$2,366,964,406 ",13.23%,1.46,82.14,4.09,5.1,1.78,0.66,Analyze
TARS,"Tarsus Pharmaceuticals, Inc.",Common stocks,Small cap,USA,Health Care,Biotechnology,"$584,716,036 ",0.00%,2.94,34.06,10.55,-8.81,-2.54,0.9,Analyze
TASK,"TaskUs, Inc.",Common stocks,Small cap,USA,Information Technology,Information Technology Services,"$976,984,800 ",0.00%,18.92,-11.67,1.78,-14.54,-25.29,0,Analyze
TAST,Carrols Restaurant Group Inc,Common stocks,Micro cap,USA,Consumer Discretionary,Restaurants,"$193,301,238 ",0.00%,0.75,-6.33,0.12,-1.94,-12.22,1.22,Analyze
TATT,Tat Technologies Ltd.,Common stocks,Micro cap,Israel,Industrials,Aerospace & Defense,"$57,064,295 ",0.00%,0.75,-10.76,0.78,-7.4,-6.93,0.77,Analyze
TAYD,Taylor Devices Inc,Common stocks,Micro cap,USA,Industrials,Specialty Industrial Machinery,"$41,129,533 ",0.00%,1.01,38.52,1.71,4.44,2.61,0,Analyze
TBBK,Bancorp Inc,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,761,992,160 ",0.00%,2.95,17.61,5.74,33.48,16.61,1.57,Analyze
TBCP,Thunder Bridge Capital Partners III Inc. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$413,429,250 ",0.00%,1.06,0,0,0,-0.97,0,Analyze
TBCPU,Thunder Bridge Capital Partners III Inc - Units (1 Ord Share Class A &,Units,Small cap,USA,Financials,Shell Companies,"$413,429,250 ",0.00%,0,0,0,0,-0.97,0,Analyze
TBCPW,Thunder Bridge Capital Partners III Inc. Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$413,429,250 ",0.00%,0,0,0,0,-0.97,0,Analyze
TBI,Trueblue Inc,Common stocks,Small cap,USA,Industrials,Staffing & Employment Services,"$1,114,809,021 ",0.00%,2.43,28.48,0.57,2.01,8.51,1.07,Analyze
TBK,Triumph Bancorp Inc,Common stocks,Mid cap,USA,Financials,Banks-Regional,"$2,822,235,126 ",0.00%,3.5,30.09,9.18,38.53,14.43,1.12,Analyze
TBLA,Taboola.com Ltd.,Common stocks,Small cap,Israel,Communication Services,Internet Content & Information,"$1,944,418,284 ",0.00%,3.65,-29.55,3.07,-15.08,-9.07,0,Analyze
TBLAW,Taboola.com Ltd. - Warrant,Warrants,Operating Companies,Israel,Communication Services,Internet Content & Information,"$1,944,418,284 ",0.00%,0,0,0,0,0,0,Analyze
TBLT,"Toughbuilt Industries, Inc.",Common stocks,Micro cap,USA,Industrials,Tools & Accessories,"$73,830,351 ",0.00%,0.89,-2.91,1.3,-43.21,-48.42,0.79,Analyze
TBLTW,"ToughBuilt Industries, Inc. - Series A Warrant",Warrants,Operating Companies,USA,Industrials,Tools & Accessories,"$9,015,500 ",0.00%,0,-0.37,0.16,-43.21,-48.42,0,Analyze
TBNK,Territorial Bancorp Inc,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$233,617,634 ",3.64%,0.9,12.43,3.73,30.22,7.53,0.82,Analyze
TBPH,Theravance Biopharma Inc,Common stocks,Small cap,USA,Health Care,Biotechnology,"$580,414,193 ",0.00%,-3.22,-2.17,9.05,-320.75,68.51,0.67,Analyze
TBSA,TB SA Acquisition Corp Class A Ordinary Share,Common stocks,Micro cap,USA,Financials,Shell Companies,"$195,000,000 ",0.00%,48.8,0,0,0,1.7,0,Analyze
TBSAU,TB SA Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Units,Micro cap,USA,Financials,Shell Companies,"$28,491,250 ",0.00%,49.55,0,0,0,1.7,0,Analyze
TBSAW,TB SA Acquisition Corp Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$195,000,000 ",0.00%,0,0,0,0,64.77,0,Analyze
TC,TuanChe Limited ADRs,ADRs,Micro cap,China,Information Technology,Internet Content & Information,"$36,542,614 ",0.00%,0.15,0,0.49,-18.61,-33.26,1.01,Analyze
TCAC,Tuatara Capital Acquisition Corporation Class A,Common stocks,Micro cap,USA,Financials,Shell Companies,"$194,600,000 ",0.00%,48.5,0,0,0,-0.89,0,Analyze
TCACU,Tuatara Capital Acquisition Corp - Units (1 Ord Share Class A & 1/2 Wa,Units,Micro cap,USA,Financials,Shell Companies,"$194,600,000 ",0.00%,49.75,0,0,0,-0.89,0,Analyze
TCACW,Tuatara Capital Acquisition Corporation Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$194,600,000 ",0.00%,0,0,0,0,0.29,0,Analyze
TCBC,"TC Bancshares, Inc.",Common stocks,Micro cap,USA,Financials,Banks-Regional,"$68,087,065 ",0.00%,1.66,37.95,5.15,13.57,4.37,0,Analyze
TCBI,Texas Capital Bancshares Inc,Common stocks,Mid cap,USA,Financials,Banks-Regional,"$3,202,334,572 ",0.00%,1.06,13.05,3.51,27.33,7.91,1.06,Analyze
TCBK,Trico Bancshares,Common stocks,Small cap,USA,Financials,Banks-Regional,"$1,306,259,003 ",2.19%,1.35,12.62,4.06,32.09,10.68,1.07,Analyze
TCBS,"Texas Community Bancshares, Inc.",Common stocks,Micro cap,USA,Financials,Banks-Regional,"$49,843,713 ",0.00%,1.6,68.4,5.02,9.92,2.34,0,Analyze
TCDA,Tricida Inc,Common stocks,Micro cap,USA,Health Care,Drug Manufacturers—Specialty & Generic,"$225,920,728 ",0.00%,1.4,0,0,0,-471.94,0.53,Analyze
TCFC,Community Financial Corp,Common stocks,Micro cap,USA,Financials,Banks-Regional,"$210,615,717 ",1.55%,1.05,9.29,2.92,31.42,11.11,0.61,Analyze
TCI,Transcontinental Realty Investors,Common stocks,Small cap,USA,Real Estate,Real Estate Services,"$332,613,666 ",0.00%,0.99,-175.58,6.22,-3.53,-0.53,0.74,Analyze
TCMD,Tactile Systems Technology Inc,Common stocks,Small cap,USA,Health Care,Medical Devices,"$705,238,817 ",0.00%,5.07,49.53,3.45,0.73,1.12,0.76,Analyze
TCN,Tricon Residential Inc.,Common stocks,Mid cap,Canada,Real Estate,Real Estate Services,"$3,805,031,545 ",1.57%,1.47,14.93,7.78,52.44,12.81,0,Analyze
TCOM,Trip.com Group Limited ADRs,ADRs,Large cap,China,Consumer Discretionary,Travel Services,"$19,882,265,490 ",0.00%,0.18,33.99,6.22,18.19,3.34,0.87,Analyze
TCON,Tracon Pharmaceuticals Inc,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$72,086,669 ",0.00%,4.85,-8.11,208.34,"-5,205.72",-151.17,1.46,Analyze
TCPC,TCP Capital Corp,BDCs,Small cap,USA,Financials,Asset Management,"$824,916,530 ",8.15%,1.01,4.49,4.17,93.45,22.52,0.83,Analyze
TCRR,TCR2 Therapeutics Inc.,Common stocks,Micro cap,USA,Health Care,Biotechnology,"$275,013,288 ",0.00%,0.96,0,0,0,-24.69,1.85,Analyze
TCRX,"TScan Therapeutics, Inc.",Common stocks,Micro cap,USA,Health Care,Biotechnology,"$133,640,389 ",0.00%,-2.48,-6.18,2.14,-47.57,49.54,0,Analyze
TCS,Container Store Group Inc,Common stocks,Small cap,USA,Consumer Discretionary,Specialty Retail,"$530,534,571 ",0.00%,1.45,5.92,0.49,8.55,25.06,1.41,Analyze
TCVA,TCV Acquisition Corp. Class A,Common stocks,Small cap,USA,Financials,Shell Companies,"$403,602,000 ",0.00%,59.7,0,0,0,-0.06,0,Analyze
TCX,Tucows Inc,Common stocks,Small cap,USA,Information Technology,Software—Infrastructure,"$876,151,412 ",0.00%,7.81,128.72,3.01,2.32,6.08,0.37,Analyze
TD,The Toronto-Dominion Bank,Common stocks,Large cap,Canada,Financials,Banks—Diversified,"$131,777,556,826 ",4.33%,1.4,8.48,3.76,36.26,15.67,0.75,Analyze
TDAC,Trident Acquisitions Corp.,Common stocks,Micro cap,USA,Financials,Shell Companies,"$140,020,979 ",0.00%,21.3,0,0,0,-7.69,0,Analyze
TDACU,Trident Acquisitions Corp - Units (1 Ord & 1 War),Units,Micro cap,USA,Financials,Shell Companies,"$140,020,979 ",0.00%,24.92,0,0,0,-6.82,0,Analyze
TDACW,Trident Acquisitions Corp. - Warrant,Warrants,Shell Companies,USA,Financials,Shell Companies,"$140,020,979 ",0.00%,0,0,0,0,-7.12,3.15,Analyze
TDC,Teradata Corp,Common stocks,Mid cap,USA,Information Technology,Information Technology Services,"$6,228,519,000 ",0.00%,13.35,62.36,3.23,5.24,21.44,1.12,Analyze
TDCX,TDCX Inc. ADRs of Class A,ADRs,Mid cap,Singapore,Industrials,Specialty Business Services,"$3,570,046,464 ",0.00%,0,0,0,0,0,0,Analyze
TDG,Transdigm Group Inc,Common stocks,Large cap,USA,Industrials,Aerospace & Defense,"$35,456,583,127 ",0.00%,-26.22,64.78,7.56,11.78,-17.66,1.21,Analyze
TDOC,Teladoc Inc,Common stocks,Large cap,USA,Health Care,Health Information Services,"$22,371,191,069 ",0.00%,1.4,-29.32,13.73,-46.86,-4.77,0.99,Analyze
TDS,Telephone And Data Systems Inc,Common stocks,Mid cap,USA,Communication Services,Telecom Services,"$2,114,454,624 ",3.49%,0.47,12.41,0.4,3.34,2.94,0.94,Analyze
TDUP,ThredUp Inc.,Common stocks,Small cap,USA,Consumer Discretionary,Internet Retail,"$453,205,354 ",0.00%,11.45,-9.33,2.15,-23.86,-27.88,0,Analyze
TDW,Tidewater Inc.,Common stocks,Small cap,USA,Energy,Oil & Gas Equipment & Services,"$523,714,822 ",0.00%,0.68,-3.94,1.49,-37.51,-17.37,1.18,Analyze
TDW+,Tidewater Inc. Warrant,Warrants,Operating Companies,USA,Energy,Oil & Gas Equipment & Services,"$523,714,822 ",0.00%,0,0,0,0,0,0,Analyze
TDW+A,Tidewater Inc. Series A Warrants,Warrants,Operating Companies,USA,Energy,Oil & Gas Equipment & Services,"$523,714,822 ",0.00%,0,0,0,0,0,0,Analyze
TDW+B,Tidewater Inc. Series B Warrants,Warrants,Operating Companies,USA,Energy,Oil & Gas Equipment & Services,"$523,714,822 ",0.00%,0,0,0,0,0,0,Analyze
TDY,Teledyne Technologies Inc,Common stocks,Large cap,USA,Information Technology,Scientific & Technical Instruments,"$20,487,347,251 ",0.00%,2.83,55.16,5.88,10.77,5.13,1.1,Analyze
TEAM,Atlassian Plc Class A,Common stocks,Large cap,United Kingdom,Information Technology,Software—Application,"$102,447,645,133 ",0.00%,355.9,-82.25,49.04,-33.33,-236.11,0.78,Analyze
